"BLANK restricting access to information only to individuals explicitly granted access, at only the level that they need to perform their work. This information includes protection of user passwords, email content, and access levels to applications and underlying infrastructure.",Principle of Least Privilege,"AZ900,Definition"
"BLANK a managed, cloud-based network security service that helps protect resources in your Azure virtual networks. Provides a central location to create, enforce, and log application and network connectivity policies across subscriptions and virtual networks.",Azure Firewall,"AZ900,Definition"
"BLANK provides centralized, inbound protection for your web applications against common exploits and vulnerabilities. Can be provided by Azure Application Gateway, Azure Front Door and Azure Content Delivery Network.",Web Application Firewall,"AZ900,Definition"
BLANK gives enterprise developers and system integrators a mobile-application development platform that's highly scalable and globally available.,Azure Mobile Apps,"AZ900,Definition"
BLANK is a personalized cloud consultant that helps you follow best practices to optimize your Azure deployments.,Azure Advisor,"Definition,AZ900"
BLANK is a lightweight command that is used in the PowerShell environment to perform an action.,PowerShell cmdlet,"AZ900,Definition"
"BLANK is an interactive, authenticated, browser-accessible shell for managing Azure resources. It provides the flexibility of choosing the shell experience that best suits the way you work, either Bash or PowerShell.",Azure Cloud Shell,"AZ900,Definition"
BLANK the time it takes data to travel,Latency,"AZ900,Definition"
"BLANK let you create and manage a group of load balanced VMs. The number of VM instances can automatically increase or decrease in response to demand or a defined schedule. BLANK provide high availability to your applications, and allow you to centrally manage, configure, and update a large number of VMs.",Scale Sets,"AZ900,Definition"
"BLANK is a completely self-contained unit of software. All the code, programs and applications that the software relies on are all inside the BLANK",Container,"AZ900,Definition"
"BLANK a service that keeps track of current valid Container images, manages files and artifacts with a fully managed Azure service",Azure Container Registry,"AZ900,Definition"
"BLANK is a serverless compute solution that allows you to write less code, maintain less infrastructure, and save on costs. Instead of worrying about deploying and maintaining servers, the cloud infrastructure provides all the up-to-date resources needed to keep your applications running. You focus on the pieces of code that matter most to you, and BLANK handles the rest.",Azure Functions,"AZ900,Definition"
"BLANK is the original location of the files used in a CDN, such as a web application.",Origin Server,"AZ900,Definition"
BLANK a four legged furry mammal,cat,AZ900
"When creating a VNet, you must specify a custom private IP BLANK using public and private (RFC 1918) addresses. Azure assigns resources in a virtual network a private IP address from the BLANK that you assign. For example, if you deploy a VM in a VNet with address space, 10.0.0.0/16, the VM will be assigned a private IP like 10.0.0.4.",Address Space,FactAZ900
"BLANK is a cloud-based identity and access management service. This service helps your employees access external resources, such as Microsoft 365, the Azure portal, and thousands of other SaaS applications. It also helps them access internal resources like apps on your corporate intranet network, along with any cloud apps developed for your own organization.",Azure Active Directory (AAD),"Definition,AZ900"
"BLANK A dedicated and trusted instance of Azure AD. It is is automatically created when your organization signs up for a Microsoft cloud service subscription. These subscriptions include Microsoft Azure, Microsoft Intune, or Microsoft 365. It represents a single organization.",Azure Active Directory Tenant,AZ900
