"Most, but not all, Azure data services fall under the ______ service category, where Azure handles most of the administrative tasks of patching, backups, OS updates and so on",Platform-as-a-Service (PaaS),"DP900,Definition"
"Azure Platform-as-a-Service (PaaS) offering that is based on the community edition of a popular open-source database, with some of the advanced features of the Oracle enterprise edition","Azure Database for
MySQL","DP900,Definition"
An acronym describing a type of data workload that is most appropriate for operational data interactions,Online Transaction Processing (OLTP),"DP900,Definition"
What does OLTP stand for?,Online Transaction Processing (OLTP),DP900
What 4 letter acronym describes the set of rules that OLTP use?,Online Transaction Processing (OLTP),DP900
"Data that is highly organised with strong rules around the type, form, and format of the stored data. This type of data is very tightly associated with relational databases",Structured Data,"DP900,Definition"
"Acronym that describes a set of database properties that intend to guarantee data validity despite errors, power failures, concurrent use, and other risks to data integrity",ACID,"DP900,Definition"
"BLANK is information that has some structure, but which allows for some variation between entity instances.",Semi-structured data,DP900
Data that is flexibly organised around entities that can have varying types and amounts of associated descriptive data and hierarchical data per defined entity,Semi-structured data,"DP900,Definition"
What type of database is stored in rows and columns,Relational Database,DP900
What type of key is used to uniquely identify records within a table in a database?,Primary Key,DP900
A data construct made up of one or more bits of data that uniquely identify an entity in a data store; examples include a key in a row in a table or a key on a JSON document,Primary Key,"DP900,Definition"
What type of key is used to link to unique identifiers in other tables in a database?,Foreign Key,DP900
"Data for BLANK is collected over time, often from different data sources, and it is processed as a dataset that includes a range of rows or all rows in the dataset. It is designed to handle processing of large dataset. There is typically a long latency between data collection and data processing.",Batch Processing,DP900
BLANK is designed for real-time or near real-time processing often as a data load process with minimal processing. Data is either processed as it is generated or in micro-batches of a very few rows with latency of no more than a few milliseconds (very short latency).,Stream Processing,DP900
Which processing is best suited for following application: reporting the number of users and bandwidth user for an online game.,Stream Processing,"UseCase,DP900"
Which processing is best suited for following application: identifying detected manufacturing errors to automatically reject failing parts.,Stream Processing,"UseCase,DP900"
Which processing is best suited for the following application: data from sensors and IoT devices.,Stream Processing,"UseCase,DP900"
Which processing is best suited for following application: real-time data from users navigating in a website.,Stream Processing,"UseCase,DP900"
A process of organizing data into tables and establishing relationships between those tables in a way designed both to protect the data and to make the database more flexible.,Normalization,"DP900,Definition"
BLANK is the process that is used to split an entity into multiple tables in a Relational databases. This helps to minimize data duplication through the use of related tables.,Normalization,DP900
BLANK is a data structure associated with a table that defines the order in which rows are stored on a disk.,Clustered Index,DP900
"Mechanism for grouping related rows, based on a common property or Partition Key. Rows that share the same Partition Key will be stored together.",Partitioning,DP900
"BLANK is a standalone Azure service for efficiently analyzing data. You can use the service as the output for analyzing large volumes of diverse data from data sources such as websites, applications, IoT devices, and more.",Azure Data Explorer,DP900
BLANK is a Relational database in which the data is stored in a schema that is optimized for data analytics rather than Transactional Workloads.,Data Warehouses,DP900
This resource captures real-time and external data — often both Relational and Non-Relational — into an organized data store that can be queried directly.,Data Lake,"DP900,Definition"
The most commonly applied data model form employed in Relational databases optimized for Transactional Workloads he most commonly applied data model form employed in Relational databases optimized for Transactional Workloads,3NF Data Model,"DP900,Definition"
Often used interchangeably with the term non-Relational,NoSQL,"Definition,DP900"
A data concept that describes how well or how quickly data is kept in sync with itself and with replicas of itself.,Consistency,"DP900,Definition"
A security-related concept that describes what entities can interact with which systems and what they can do during those interactions,Access,"DP900,Definition"
An acronym describing a type of data workload that is most appropriate for decision support and business intelligence,Online Analytical Processing (OLAP),"DP900,Definition"
Open-source analytics engine used for big data processing,Apache Spark,"DP900,Definition"
"Describes a means for other systems or humans to interact with a resource, such as a cloud database, using an interface that hides the complexity of the source system",API,"DP900,Definition"
"A more granular form of access control that provides access rights based on user, environment, or resource attributes",Attribute-based Access Control,"DP900,Definition"
A tool designed to move large volumes of data in and out of Azure Storage,AzCopy,"DP900,Definition"
"A key in certain types of data resource that buckets multiple items, which could be rows or documents, under a particular category or common filter value",Partition Key,"DP900,Definition"
"Based on SQL Server Analytics, an analytics service that operates over tabular and dimensional data models",Azure Analytics Service,"DP900,Definition"
"Feature in Synapse Analytics that allows direct loading of data in other forms and formats, such as blobs in parquet format, using T-SQL",Polybase,"DP900,Definition"
A service evolved our of similar tooling for SQL server roperting services and now used to build paginated reports in Power BI,Power BI Report Builder,"DP900,Definition"
Exploring and analyzing data and building business-friendly data models falls under the responsibility of this data professional.,Data Analyst,"DP900,Definition"
Many data sources can be queried by some variant of this declarative language,SQL,"DP900,Definition"
Azure data resource that mimics on-premises file shares and allows applications and humans to interact with it the same way they do on servers and desktop computers,Azure Files,"DP900,Definition"
Use this service to bring certain PaaS services hosted on Azure into your private virtual network,Private Link,"DP900,Definition"
The act of setting up the underlying infrastructure of a cloud data resource,Provision,"DP900,Definition"
Writing code or interacting with a UI to read data from one of more data sources and return the requested data in a particular form or format,Querying,"DP900,Definition"
"An acronym describing a form of access control that depends on putting users in groups, or roles, and providing permissions to those groups, rather than individually to users",RBAC,"DP900,Definition"
"The existence of the same piece of data in more than once place, which is acceptable - even optimal in some systems - but not in others",Redundancy,"DP900,Definition"
A form of replication of cloud assets that improves accessibility and disaster recovery,Redundancy,"DP900,Definition"
"Type of database where structured data is organised into tables with rows and columns, where each row is an entity, with predefined columns that are the same for every row",Relational,"DP900,Definition"
"Key-value data resources can combine his with the partition key to form a primary key, which enables fast retrieval of individual entities in a table",Row Key,"DP900,Definition"
Solution for managing and scaling multiple Azure SQL databases that have varying and unpredictable usage demands by flexibly sharing set resources on a single server,Azure SQL Elastic Pools,"DP900,Definition"
Chart that presents the relationship between 2 metrics using dots on X and Y axis,Scatter Chart,"DP900,Definition"
"A hallmark of semi-structured data, where the desired form of the returned data is determined by the query",Schema-on-Read,"DP900,Definition"
"A hallmark of structured, relational data, where the desired form of the data is determined ahead of time and enforced when the data is written to the data tables",Schema-on-Write,"DP900,Definition"
A tool designed to manage data stored in a wide variety of formats in Azure using a familiar interface,Azure Storage Explorer,"DP900,Definition"
A popular shell language that can run Azure CLI commands,Bash,"DP900,AZ900,Definition"
"Data is gathered from one or more sources at regular intervals, usually measured in hours or days, and processed all at the same time",Batch Workload,"DP900,Definition"
"A term that has come to refer to massive amounts of data that is produced in large volumes, at high speed, with a lot of variety in terms of form or content",Big Data,"DP900,Definition"
Similar to a scatter chart but with a third dimension represented by the size of the dots,Bubble Chart ,"DP900,Definition"
A Wide-Column database that is supported on Azure through a Cosmos DB API,Cassandra,"DP900,Definition"
A windows system protocol for file sharing that allows applications to read and write to files over network-connected computers,SMB,"DP900,Definition"
"An interactive, browser-accessible shell for managing Azure resources. A web-based command line terminal resource, accessible from the Azure portal. This is 100% browser based.",Cloud Shell,"DP900,AZ900,Definition"
"Semi-normalised analytics data model that centers on fact tables, with dimensions related to facts but also related to other dimensions",Snowflake Data Model,"DP900,Definition"
"A type of database that stores tables with rows, where a different set of columns can be defined for each row; also referred to as a Wide-Column database.",Column-Family,"DP900,Definition"
An IaaS relational database service offered in Azure,SQL Server on Azure Virtual Machines,"DP900,Definition"
Describes the operation and impact on data when more than one human or system is operating over the same data at the same time,Concurrency,"DP900,Definition"
The primary interface for interacting with Cosmos DB,SQL/Core API,"DP900,Definition"
Tool used to manage and query databases using both UI features and T-SQL code,SSMS,"DP900,Definition"
"Denormalized analytics data model that centers on fact tables, with dimension tables directly related to the facts",Star Data Model,"DP900,Definition"
"Prepared database code you can save so the code can be reused, often with improved performance over ad hoc code",Stored Procedures,"DP900,Definition"
"Data is gathered and processed very near to the time it is generated, from microseconds to a few minutes, such that the data is delivered in a near continuous fashion",Streaming Workload,"DP900,Definition"
Data wrangling and implementing data-driven artificial intelligence solutions both fall within the many possible specializations undertaken by this data professional.,Data Engineer,"DP900,Definition"
A resizable component on a Power BI dashboard; each one displays a visulisation that ca be as complex as a bubble chart or as simple as a single value,Tile,"DP900,Definition"
"A protocol that protects data in motion, for example, travelling between the cloud services and customers",TLS,"DP900,Definition"
"A step in both of the 2 major approaches to data processing, where data is converted into a form most appropriate for analytical interaction",Transformation,"DP900,Definition"
"The act of gathering, cleansing, transforming, and storing data from multiple sources for use by other systems and processes or for further analysis and reporting.",Data Processing,"DP900,Definition"
A security feature that protects an entire database file (data at rest) so it cannot be read unless the host application is secured using the same key,Transparent Encryption,"DP900,Definition"
This data professional will often be responsible for setting up database security and encryption configurations as well as managing and monitoring IaaS infrastructure.,Database Administrator,"DP900,Definition"
A collection of data from one or more sources used to generate Visualizations that can be aggregated into reports.,Dataset,"DP900,Definition"
"After provisioning the storage account or underlying database infrastructure, a database administrator or a data engineer will ______ specific resources into that infrastructure.",Deploy,"DP900,Definition"
"One of 2 primary table types in star and snowflake data models, this table type often represents people, places, objects, and time.",Dimension,"DP900,Definition"
"In a data sense, this describes a data container that stores human-readable, semi-structured data in the form of JSON, XML, YAML, and others.",Document,"DP900,Definition"
A database configuration that favors fast performance over ensuring data sources are in perfect sync at all times.,Eventual Consistency,"DP900,Definition"
"Step in both of the 2 major approaches to data processing, where ingested data is selectively pulled into the process for transformation and final storage.",Extract,"DP900,Definition"
"A type of database made up of Nodes and Edges, which is particularly well suited to social networking applications and certain scientific applications.",Graph,"DP900,Definition"
A language used for querying/traversing across a graph data source.,Gremlin,"DP900,Definition"
"Process of pulling data into a data platform environment from multiple sources, via either batch processing or stream processing.",Data Ingestion,"DP900,Definition"
A type of semi-structured data in human-readable form and stored on documents; similar in nature to XML and YAML.,JSON,"DP900,Definition"
Chart that surfaces the factors that affect a key metric.,Key Influencer,"DP900,Definition"
"Semi-structured format, where entities are organized into tables with rows uniquely identified by a key and a flexible number of columns; similar to Wide-Column data format.",Key-Value,"DP900,Definition"
"Chart that allows for the measure of numeric data over 2 axes, with the X-axis often representing time.",Line Chart,"DP900,Definition"
"Step in both of the 2 major approaches to data processing, whereby the data comes to rest in a particular data resource for consumption by other processes or humans.",Load,"DP900,Definition"
A downloadable tool used to create interactive reports and Visualizations.,Microsoft Power BI Desktop,"DP900,Definition"
Service designed for viewing shared Power BI dashboards and reports.,Microsoft Power BI Mobile,"DP900,Definition"
"Online platform focused on building, publishing, and sharing dashboards.",Microsoft Power BI Service,"DP900,Definition"
This resource combines internal and external data in multiple forms into a unified solution for analytics.,Modern Data Warehouse,"DP900,Definition"
BSON document database that is supported on Azure through a Cosmos DB API.,MongoDB,"DP900,Definition"
A database that can support more than one data format.,Multi-Model,"DP900,Definition"
"In graph databases, entities and relationships are also referred to as these 2 terms.",Nodes and Edges,"DP900,Definition"
A data storage resource that stores semi-structured data or non-structured data.,Non-Relational,"DP900,Definition"
A place to collaborate in building Power BI assets in the Power BI service.,Workspace,"DP900,Definition"
"Also known as column-family, this type of database stores tables with rows, where a different set of columns can be defined for each row.",Wide-Column,"DP900,Definition"
"Visualisation that uses interlocking rectangles, with colour coding, size, and position to express relative value and some simple hierarchies",Tree Map,"DP900,Definition"
A language used for batch jobs over large amounts of data in Azure data Lake Analytics,U-SQL,"DP900,Definition"
"A network in Azure that mimics the form of on-premises, hardware-based networks",VNet,"DP900,AZ900,Definition"
A table in which data is stored in an unordered structure.,Heap,"DP900,Definition"
"BLANK provides a centralized hub to assess and migrate on-premises servers, infrastructure, applications, and data to Azure.",Azure Migrate,DP900
BLANK joins two queries (tables) together based on a common field (column).,Merging Queries,"DP900,PL300"
